secao;classe;descricao;tipogaiola;fichajulgamento;anolimiteanilha;campoa;campob;campoc
F1;179;Eq. F Diamante Mandarim Bochecha cinzenta;1;0;0;0;0;0
F1;180;F Diamante Mandarim Bochecha cinzenta;1;0;0;0;0;0
F1;181;Eq. M Diamante Mandarim Bochecha castanha;1;0;0;0;0;0
F1;182;M Diamante Mandarim Bochecha castanha;1;0;0;0;0;0
F1;183;Eq. F Diamante Mandarim Bochecha castanha;1;0;0;0;0;0
F1;184;F Diamante Mandarim Bochecha castanha;1;0;0;0;0;0
F1;185;Eq. M Diamante Mandarim Peito branco cinzento;1;0;0;0;0;0
F1;186;M Diamante Mandarim Peito branco cinzento;1;0;0;0;0;0
F1;187;Eq. F Diamante Mandarim Peito branco cinzento;1;0;0;0;0;0
F1;188;F Diamante Mandarim Peito branco cinzento;1;0;0;0;0;0
F1;189;Eq. M Diamante Mandarim Peito branco castanho;1;0;0;0;0;0
F1;190;M Diamante Mandarim Peito branco castanho;1;0;0;0;0;0
F1;191;Eq. F Diamante Mandarim Peito branco castanho;1;0;0;0;0;0
F1;192;F Diamante Mandarim Peito branco castanho;1;0;0;0;0;0
F1;193;Eq. Diamante Mandarim Branco;1;0;0;0;0;0
F1;194;Diamante Mandarim Branco;1;0;0;0;0;0
F1;195;Eq. Diamante Mandarim Selado cinzento;1;0;0;0;0;0
F1;196;Diamante Mandarim Selado cinzento;1;0;0;0;0;0
F1;197;Eq. Diamante Mandarim Selado castanho;1;0;0;0;0;0
F1;198;Diamante Mandarim Selado castanho;1;0;0;0;0;0
F1;199;Eq. M Diamante Mandarim Bico amarelo, todas as cores;1;0;0;0;0;0
F1;200;M Diamante Mandarim Bico amarelo, todas as cores;1;0;0;0;0;0
F1;201;Eq. F Diamante Mandarim Bico amarelo, todas as cores;1;0;0;0;0;0
F1;202;F Diamante Mandarim Bico amarelo, todas as cores;1;0;0;0;0;0
F1;203;Eq. M Diamante Mandarim Com poupa, todas as cores;1;0;0;0;0;0
F1;204;M Diamante Mandarim Com poupa, todas as cores;1;0;0;0;0;0
F1;205;Eq. F Diamante Mandarim Com poupa, todas as cores;1;0;0;0;0;0
F1;206;F Diamante Mandarim Com poupa, todas as cores;1;0;0;0;0;0
F1;207;Eq. M Diamante Mandarim Eumo, todas as cores;1;0;0;0;0;0
F1;208;M Diamante Mandarim Eumo, todas as cores;1;0;0;0;0;0
F1;209;Eq. F Diamante Mandarim Eumo, todas as cores;1;0;0;0;0;0
F1;210;F Diamante Mandarim Eumo, todas as cores;1;0;0;0;0;0
F1;211;Eq. M Diamante Mandarim Outros: cinzentos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;212;M Diamante Mandarim Outros: cinzentos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;213;Eq. F Diamante Mandarim Outros: cinzentos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;214;F Diamante Mandarim Outros: cinzentos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;215;Eq. M Diamante Mandarim Outros: cinzentos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;216;M Diamante Mandarim Outros: cinzentos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;217;Eq. F Diamante Mandarim Outros: cinzentos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;218;F Diamante Mandarim Outros: cinzentos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;219;Eq. M Diamante Mandarim Outros: castanhos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;220;M Diamante Mandarim Outros: castanhos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;221;Eq. F Diamante Mandarim Outros: castanhos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;222;F Diamante Mandarim Outros: castanhos com combinações de mutações com peito laranja;1;0;0;0;0;0
F1;223;Eq. M Diamante Mandarim Outros: castanhos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;224;M Diamante Mandarim Outros: castanhos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;225;Eq. F Diamante Mandarim Outros: castanhos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;226;F Diamante Mandarim Outros: castanhos com combinações de mutações sem peito laranja;1;0;0;0;0;0
F1;227;Eq. M Diamante Mandarim Outros: combinações de mutações com peito laranja com face negra;1;0;0;0;0;0
F1;228;M Diamante Mandarim Outros: combinações de mutações com peito laranja com face negra;1;0;0;0;0;0
F1;229;Eq. F Diamante Mandarim Outros: combinações de mutações com peito laranja com face negra;1;0;0;0;0;0
F1;230;F Diamante Mandarim Outros: combinações de mutações com peito laranja com face negra;1;0;0;0;0;0
F1;231;Eq. Diamante Mandarim novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;232;Diamante Mandarim novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;233;Eq. Bengalim do Japão Preto-castanho;1;0;0;0;0;0
F1;234;Bengalim do Japão Preto-castanho;1;0;0;0;0;0
F1;235;Eq. Bengalim do Japão Moca-castanho;1;0;0;0;0;0
F1;236;Bengalim do Japão Moca-castanho;1;0;0;0;0;0
F1;237;Eq. Bengalim do Japão Vermelho-castanho;1;0;0;0;0;0
F1;238;Bengalim do Japão Vermelho-castanho;1;0;0;0;0;0
F1;239;Eq. Bengalim do Japão Preto-cinzento;1;0;0;0;0;0
F1;240;Bengalim do Japão Preto-cinzento;1;0;0;0;0;0
F1;241;Eq. Bengalim do Japão Moca-cinzento;1;0;0;0;0;0
F1;242;Bengalim do Japão Moca-cinzento;1;0;0;0;0;0
F1;243;Eq. Bengalim do Japão Vermelho-cinzento;1;0;0;0;0;0
F1;244;Bengalim do Japão Vermelho-cinzento;1;0;0;0;0;0
F1;245;Eq. Bengalim do Japão Pastel Castanho;1;0;0;0;0;0
F1;246;Bengalim do Japão Pastel Castanho;1;0;0;0;0;0
F1;247;Eq. Bengalim do Japão Pastel Cinzento;1;0;0;0;0;0
F1;248;Bengalim do Japão Pastel Cinzento;1;0;0;0;0;0
F1;249;Eq. Bengalim do Japão Asas-claras;1;0;0;0;0;0
F1;250;Bengalim do Japão Asas-claras;1;0;0;0;0;0
F1;251;Eq. Bengalim do Japão Ino castanho;1;0;0;0;0;0
F1;252;Bengalim do Japão Ino castanho;1;0;0;0;0;0
F1;253;Eq. Bengalim do Japão Ino cinzento;1;0;0;0;0;0
F1;254;Bengalim do Japão Ino cinzento;1;0;0;0;0;0
F1;255;Eq. Bengalim do Japão Albino;1;0;0;0;0;0
F1;256;Bengalim do Japão Albino;1;0;0;0;0;0
F1;257;Eq. Bengalim do Japão Perolado cinzento;1;0;0;0;0;0
F1;258;Bengalim do Japão Perolado cinzento;1;0;0;0;0;0
F1;259;Eq. Bengalim do Japão Perolado castanho;1;0;0;0;0;0
F1;260;Bengalim do Japão Perolado castanho;1;0;0;0;0;0
F1;261;Eq. Bengalim do Japão Branco;1;0;0;0;0;0
F1;262;Bengalim do Japão Branco;1;0;0;0;0;0
F1;263;Eq. Bengalim do Japão Selado e Selado com calota cinzento;1;0;0;0;0;0
F1;264;Bengalim do Japão Selado e Selado com calota cinzento;1;0;0;0;0;0
F1;265;Eq. Bengalim do Japão Selado e Selado com calota castanho;1;0;0;0;0;0
F1;266;Bengalim do Japão Selado e Selado com calota castanho;1;0;0;0;0;0
F1;267;Eq. Bengalim do Japão Com poupa, Frisado, todas as cores;1;0;0;0;0;0
F1;268;Bengalim do Japão Com poupa, Frisado, todas as cores;1;0;0;0;0;0
F1;269;Eq. Bengalim do Japão Outros: combinações de mutação;1;0;0;0;0;0
F1;270;Bengalim do Japão Outros: combinações de mutação;1;0;0;0;0;0
F1;271;Eq. Bengalim do Japão Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;272;Bengalim do Japão Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;273;Eq. Pardal de Java Cinzento;1;0;0;0;0;0
F1;274;Pardal de Java Cinzento;1;0;0;0;0;0
F1;275;Eq. Pardal de Java Branco;1;0;0;0;0;0
F1;276;Pardal de Java Branco;1;0;0;0;0;0
F1;277;Eq. Pardal de Java Pastel;1;0;0;0;0;0
F1;278;Pardal de Java Pastel;1;0;0;0;0;0
F1;279;Eq. Pardal de Java Opala;1;0;0;0;0;0
F1;280;Pardal de Java Opala;1;0;0;0;0;0
F1;281;Eq. Pardal de Java Phaeo;1;0;0;0;0;0
F1;282;Pardal de Java Phaeo;1;0;0;0;0;0
F1;283;Eq. Pardal de Java Topázio;1;0;0;0;0;0
F1;284;Pardal de Java Topázio;1;0;0;0;0;0
F1;285;Eq. Pardal de Java Outros: combinações de mutação;1;0;0;0;0;0
F1;286;Pardal de Java Outros: combinações de mutação;1;0;0;0;0;0
F1;287;Eq. Pardal de Java Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;288;Pardal de Java Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;289;Eq. M Diamante de Gould Clássico cabeça preta;1;0;0;0;0;0
F1;290;M Diamante de Gould Clássico cabeça preta;1;0;0;0;0;0
F1;291;Eq. F Diamante de Gould Clássico cabeça preta;1;0;0;0;0;0
F1;292;F Diamante de Gould Clássico cabeça preta;1;0;0;0;0;0
F1;293;Eq. M Diamante de Gould Clássico cabeça vermelha;1;0;0;0;0;0
F1;294;M Diamante de Gould Clássico cabeça vermelha;1;0;0;0;0;0
F1;295;Eq. F Diamante de Gould Clássico cabeça vermelha;1;0;0;0;0;0
F1;296;F Diamante de Gould Clássico cabeça vermelha;1;0;0;0;0;0
F1;297;Eq. M Diamante de Gould Clássico cabeça laranja;1;0;0;0;0;0
F1;298;M Diamante de Gould Clássico cabeça laranja;1;0;0;0;0;0
F1;299;Eq. F Diamante de Gould Clássico cabeça laranja;1;0;0;0;0;0
F1;300;F Diamante de Gould Clássico cabeça laranja;1;0;0;0;0;0
F1;301;Eq. M Diamante de Gould Peito branco cabeça preta;1;0;0;0;0;0
F1;302;M Diamante de Gould Peito branco cabeça preta;1;0;0;0;0;0
F1;303;Eq. F Diamante de Gould Peito branco cabeça preta;1;0;0;0;0;0
F1;304;F Diamante de Gould Peito branco cabeça preta;1;0;0;0;0;0
F1;305;Eq. M Diamante de Gould Peito branco cabeça vermelha;1;0;0;0;0;0
F1;306;M Diamante de Gould Peito branco cabeça vermelha;1;0;0;0;0;0
F1;307;Eq. F Diamante de Gould Peito branco cabeça vermelha;1;0;0;0;0;0
F1;308;F Diamante de Gould Peito branco cabeça vermelha;1;0;0;0;0;0
F1;309;Eq. M Diamante de Gould Peito branco cabeça laranja;1;0;0;0;0;0
F1;310;M Diamante de Gould Peito branco cabeça laranja;1;0;0;0;0;0
F1;311;Eq. F Diamante de Gould Peito branco cabeça laranja;1;0;0;0;0;0
F1;312;F Diamante de Gould Peito branco cabeça laranja;1;0;0;0;0;0
F1;313;Eq. M Diamante de Gould Peito lilás cabeça preta;1;0;0;0;0;0
F1;314;M Diamante de Gould Peito lilás cabeça preta;1;0;0;0;0;0
F1;315;Eq. F Diamante de Gould Peito lilás cabeça preta;1;0;0;0;0;0
F1;316;F Diamante de Gould Peito lilás cabeça preta;1;0;0;0;0;0
F1;317;Eq. M Diamante de Gould Peito lilás cabeça vermelha;1;0;0;0;0;0
F1;318;M Diamante de Gould Peito lilás cabeça vermelha;1;0;0;0;0;0
F1;319;Eq. F Diamante de Gould Peito lilás cabeça vermelha;1;0;0;0;0;0
F1;320;F Diamante de Gould Peito lilás cabeça vermelha;1;0;0;0;0;0
F1;321;Eq. M Diamante de Gould Peito lilás cabeça laranja;1;0;0;0;0;0
F1;322;M Diamante de Gould Peito lilás cabeça laranja;1;0;0;0;0;0
F1;323;Eq. F Diamante de Gould Peito lilás cabeça laranja;1;0;0;0;0;0
F1;324;F Diamante de Gould Peito lilás cabeça laranja;1;0;0;0;0;0
F1;325;Eq. Diamante de Gould Pastel 1 fator cabeça preta;1;0;0;0;0;0
F1;326;Diamante de Gould Pastel 1 fator cabeça preta;1;0;0;0;0;0
F1;327;Eq. Diamante de Gould Pastel 1 fator cabeça vermelha;1;0;0;0;0;0
F1;328;Diamante de Gould Pastel 1 fator cabeça vermelha;1;0;0;0;0;0
F1;329;Eq. Diamante de Gould Pastel 1 fator cabeça laranja;1;0;0;0;0;0
F1;330;Diamante de Gould Pastel 1 fator cabeça laranja;1;0;0;0;0;0
F1;331;Eq. M Diamante de Gould Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;332;M Diamante de Gould Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;333;Eq. F Diamante de Gould Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;334;F Diamante de Gould Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;335;Eq. M Diamante de Gould Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;336;M Diamante de Gould Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;337;Eq. F Diamante de Gould Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;338;F Diamante de Gould Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;339;Eq. M Diamante de Gould Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;340;M Diamante de Gould Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;341;Eq. F Diamante de Gould Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;342;F Diamante de Gould Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;343;Eq. Diamante de Gould Pastel 1 fator peito branco, cabeça preta;1;0;0;0;0;0
F1;344;Diamante de Gould Pastel 1 fator peito branco, cabeça preta;1;0;0;0;0;0
F1;345;Eq. Diamante de Gould Pastel 1 fator peito branco, cabeça vermelha;1;0;0;0;0;0
F1;346;Diamante de Gould Pastel 1 fator peito branco, cabeça vermelha;1;0;0;0;0;0
F1;347;Eq. Diamante de Gould Pastel 1 fator peito branco, cabeça laranja;1;0;0;0;0;0
F1;348;Diamante de Gould Pastel 1 fator peito branco, cabeça laranja;1;0;0;0;0;0
F1;349;Eq. M Diamante de Gould Pastel 2 fatores peito branco, cabeça preta;1;0;0;0;0;0
F1;350;M Diamante de Gould Pastel 2 fatores peito branco, cabeça preta;1;0;0;0;0;0
F1;351;Eq. F Diamante de Gould Pastel 2 fatores peito branco, cabeça preta;1;0;0;0;0;0
F1;352;F Diamante de Gould Pastel 2 fatores peito branco, cabeça preta;1;0;0;0;0;0
F1;353;Eq. M Diamante de Gould Pastel 2 fatores peito branco, cabeça vermelha;1;0;0;0;0;0
F1;354;M Diamante de Gould Pastel 2 fatores peito branco, cabeça vermelha;1;0;0;0;0;0
F1;355;Eq. Diamante de Gould Pastel 2 fatores peito branco, cabeça laranja;1;0;0;0;0;0
F1;356;Diamante de Gould Pastel 2 fatores peito branco, cabeça laranja;1;0;0;0;0;0
F1;357;Eq. M Diamante de Gould Azul peito roxo cabeça preta;1;0;0;0;0;0
F1;358;M Diamante de Gould Azul peito roxo cabeça preta;1;0;0;0;0;0
F1;359;Eq. F Diamante de Gould Azul peito roxo cabeça preta;1;0;0;0;0;0
F1;360;F Diamante de Gould Azul peito roxo cabeça preta;1;0;0;0;0;0
F1;361;Eq. M Diamante de Gould Azul peito roxo cabeça vermelha/laranja;1;0;0;0;0;0
F1;362;M Diamante de Gould Azul peito roxo cabeça vermelha/laranja;1;0;0;0;0;0
F1;363;Eq. F Diamante de Gould Azul peito roxo cabeça vermelha/laranja;1;0;0;0;0;0
F1;364;F Diamante de Gould Azul peito roxo cabeça vermelha/laranja;1;0;0;0;0;0
F1;365;Eq. M Diamante de Gould Azul peito branco cabeça preta;1;0;0;0;0;0
F1;366;M Diamante de Gould Azul peito branco cabeça preta;1;0;0;0;0;0
F1;367;Eq. F Diamante de Gould Azul peito branco cabeça preta;1;0;0;0;0;0
F1;368;F Diamante de Gould Azul peito branco cabeça preta;1;0;0;0;0;0
F1;369;Eq. M Diamante de Gould Azul peito branco cabeça vermelha/laranja;1;0;0;0;0;0
F1;370;M Diamante de Gould Azul peito branco cabeça vermelha/laranja;1;0;0;0;0;0
F1;371;Eq. F Diamante de Gould Azul peito branco cabeça vermelha/laranja;1;0;0;0;0;0
F1;372;F Diamante de Gould Azul peito branco cabeça vermelha/laranja;1;0;0;0;0;0
F1;373;Eq. M Diamante de Gould Azul peito lilás cabeça preta;1;0;0;0;0;0
F1;374;M Diamante de Gould Azul peito lilás cabeça preta;1;0;0;0;0;0
F1;375;Eq. F Diamante de Gould Azul peito lilás cabeça preta;1;0;0;0;0;0
F1;376;F Diamante de Gould Azul peito lilás cabeça preta;1;0;0;0;0;0
F1;377;Eq. M Diamante de Gould Azul peito lilás cabeça vermelha/laranja;1;0;0;0;0;0
F1;378;M Diamante de Gould Azul peito lilás cabeça vermelha/laranja;1;0;0;0;0;0
F1;379;Eq. F Diamante de Gould Azul peito lilás cabeça vermelha/laranja;1;0;0;0;0;0
F1;380;F Diamante de Gould Azul peito lilás cabeça vermelha/laranja;1;0;0;0;0;0
F1;381;Eq. Diamante de Gould Azul Pastel 1 fator cabeça preta;1;0;0;0;0;0
F1;382;Diamante de Gould Azul Pastel 1 fator cabeça preta;1;0;0;0;0;0
F1;383;Eq. Diamante de Gould Azul Pastel 1 fator cabeça vermelha;1;0;0;0;0;0
F1;384;Diamante de Gould Azul Pastel 1 fator cabeça vermelha;1;0;0;0;0;0
F1;385;Eq. Diamante de Gould Azul Pastel 1 fator cabeça laranja;1;0;0;0;0;0
F1;386;Diamante de Gould Azul Pastel 1 fator cabeça laranja;1;0;0;0;0;0
F1;387;Eq. M Diamante de Gould Azul Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;388;M Diamante de Gould Azul Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;389;Eq. F Diamante de Gould Azul Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;390;F Diamante de Gould Azul Pastel 2 fatores cabeça preta;1;0;0;0;0;0
F1;391;Eq. M Diamante de Gould Azul Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;392;M Diamante de Gould Azul Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;393;Eq. F Diamante de Gould Azul Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;394;F Diamante de Gould Azul Pastel 2 fatores cabeça vermelha;1;0;0;0;0;0
F1;395;Eq. M Diamante de Gould Azul Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;396;M Diamante de Gould Azul Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;397;Eq. F Diamante de Gould Azul Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;398;F Diamante de Gould Azul Pastel 2 fatores cabeça laranja;1;0;0;0;0;0
F1;399;Eq. Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça preta;1;0;0;0;0;0
F1;400;Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça preta;1;0;0;0;0;0
F1;401;Eq. Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça vermelha;1;0;0;0;0;0
F1;402;Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça vermelha;1;0;0;0;0;0
F1;403;Eq. Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça laranja;1;0;0;0;0;0
F1;404;Diamante de Gould Azul Pastel, 1 fator, peito branco cabeça laranja;1;0;0;0;0;0
F1;405;Eq. M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça preta;1;0;0;0;0;0
F1;406;M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça preta;1;0;0;0;0;0
F1;407;Eq. F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça preta;1;0;0;0;0;0
F1;408;F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça preta;1;0;0;0;0;0
F1;409;Eq. M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça vermelha;1;0;0;0;0;0
F1;410;M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça vermelha;1;0;0;0;0;0
F1;411;Eq. F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça vermelha;1;0;0;0;0;0
F1;412;F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça vermelha;1;0;0;0;0;0
F1;413;Eq. M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça laranja;1;0;0;0;0;0
F1;414;M Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça laranja;1;0;0;0;0;0
F1;415;Eq. F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça laranja;1;0;0;0;0;0
F1;416;F Diamante de Gould Azul Pastel 2 fatores, peito branco, cabeça laranja;1;0;0;0;0;0
F1;417;Eq. M Diamante de Gould Lutino Cabeça Preta;1;0;0;0;0;0
F1;418;M Diamante de Gould Lutino Cabeça Preta;1;0;0;0;0;0
F1;419;Eq. F Diamante de Gould Lutino Cabeça Preta;1;0;0;0;0;0
F1;420;F Diamante de Gould Lutino Cabeça Preta;1;0;0;0;0;0
F1;421;Eq. M Diamante de Gould Lutino Cabeça Vermelha;1;0;0;0;0;0
F1;422;M Diamante de Gould Lutino Cabeça Vermelha;1;0;0;0;0;0
F1;423;Eq. F Diamante de Gould Lutino Cabeça Vermelha;1;0;0;0;0;0
F1;424;F Diamante de Gould Lutino Cabeça Vermelha;1;0;0;0;0;0
F1;425;Eq. M Diamante de Gould Lutino Cabeça Laranja;1;0;0;0;0;0
F1;426;M Diamante de Gould Lutino Cabeça Laranja;1;0;0;0;0;0
F1;427;Eq. F Diamante de Gould Lutino Cabeça Laranja;1;0;0;0;0;0
F1;428;F Diamante de Gould Lutino Cabeça Laranja;1;0;0;0;0;0
F1;429;Eq. M Diamante de Gould Azul Ino;1;0;0;0;0;0
F1;430;M Diamante de Gould Azul Ino;1;0;0;0;0;0
F1;431;Eq. F Diamante de Gould Azul Ino;1;0;0;0;0;0
F1;432;F Diamante de Gould Azul Ino;1;0;0;0;0;0
F1;433;Eq. Diamante de Gould Outros: combinações de mutação;1;0;0;0;0;0
F1;434;Diamante de Gould Outros: combinações de mutação;1;0;0;0;0;0
F1;435;Eq. Diamante de Gould Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;436;Diamante de Gould Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;437;Eq. Diamante Babete de Cauda Longa Bico Amarelo Clássico;1;0;0;0;0;0
F1;438;Diamante Babete de Cauda Longa Bico Amarelo Clássico;1;0;0;0;0;0
F1;439;Eq. Diamante Babete de Cauda Longa Bico Amarelo Castanho;1;0;0;0;0;0
F1;440;Diamante Babete de Cauda Longa Bico Amarelo Castanho;1;0;0;0;0;0
F1;441;Eq. Diamante Babete de Cauda Longa Bico Amarelo Topásio;1;0;0;0;0;0
F1;442;Diamante Babete de Cauda Longa Bico Amarelo Topásio;1;0;0;0;0;0
F1;443;Eq. Diamante Babete de Cauda Longa Bico Amarelo Phaeo;1;0;0;0;0;0
F1;444;Diamante Babete de Cauda Longa Bico Amarelo Phaeo;1;0;0;0;0;0
F1;445;Eq. Diamante Babete de Cauda Longa Bico Amarelo Ino;1;0;0;0;0;0
F1;446;Diamante Babete de Cauda Longa Bico Amarelo Ino;1;0;0;0;0;0
F1;447;Eq. Diamante Babete de Cauda Longa Bico Amarelo Cinzento;1;0;0;0;0;0
F1;448;Diamante Babete de Cauda Longa Bico Amarelo Cinzento;1;0;0;0;0;0
F1;449;Eq. Diamante Babete de Cauda Longa Bico Amarelo Opala;1;0;0;0;0;0
F1;450;Diamante Babete de Cauda Longa Bico Amarelo Opala;1;0;0;0;0;0
F1;451;Eq. Diamante Babete de Cauda Longa Bico Amarelo Outros: combinações de mutação;1;0;0;0;0;0
F1;452;Diamante Babete de Cauda Longa Bico Amarelo Outros: combinações de mutação;1;0;0;0;0;0
F1;453;Eq. Diamante Babete de Cauda Longa Bico Amarelo Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;454;Diamante Babete de Cauda Longa Bico Amarelo Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;455;Eq. Diamante Babete de Cauda Longa Bico Vermelho Clássico;1;0;0;0;0;0
F1;456;Diamante Babete de Cauda Longa Bico Vermelho Clássico;1;0;0;0;0;0
F1;457;Eq. Diamante Babete de Cauda Longa Bico Vermelho Castanho;1;0;0;0;0;0
F1;458;Diamante Babete de Cauda Longa Bico Vermelho Castanho;1;0;0;0;0;0
F1;459;Eq. Diamante Babete de Cauda Longa Bico Vermelho Topázio;1;0;0;0;0;0
F1;460;Diamante Babete de Cauda Longa Bico Vermelho Topázio;1;0;0;0;0;0
F1;461;Eq. Diamante Babete de Cauda Longa Bico Vermelho Phaeo;1;0;0;0;0;0
F1;462;Diamante Babete de Cauda Longa Bico Vermelho Phaeo;1;0;0;0;0;0
F1;463;Eq. Diamante Babete de Cauda Longa Bico Vermelho Ino;1;0;0;0;0;0
F1;464;Diamante Babete de Cauda Longa Bico Vermelho Ino;1;0;0;0;0;0
F1;465;Eq. Diamante Babete de Cauda Longa Bico Vermelho Cinzento;1;0;0;0;0;0
F1;466;Diamante Babete de Cauda Longa Bico Vermelho Cinzento;1;0;0;0;0;0
F1;467;Eq. Diamante Babete de Cauda Longa Bico Vermelho Opala;1;0;0;0;0;0
F1;468;Diamante Babete de Cauda Longa Bico Vermelho Opala;1;0;0;0;0;0
F1;469;Eq. Diamante Babete de Cauda Longa Bico Vermelho Outros: combinações de mutação;1;0;0;0;0;0
F1;470;Diamante Babete de Cauda Longa Bico Vermelho Outros: combinações de mutação;1;0;0;0;0;0
F1;471;Eq. Diamante Babete de Cauda Longa Bico Vermelho Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;472;Diamante Babete de Cauda Longa Bico Vermelho Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;473;Eq. Diamante Babete de Bico Preto Clássico;1;0;0;0;0;0
F1;474;Diamante Babete de Bico Preto Clássico;1;0;0;0;0;0
F1;475;Eq. Diamante Babete de Bico Preto Castanho;1;0;0;0;0;0
F1;476;Diamante Babete de Bico Preto Castanho;1;0;0;0;0;0
F1;477;Eq. Diamante Babete de Bico Preto Topásio;1;0;0;0;0;0
F1;478;Diamante Babete de Bico Preto Topásio;1;0;0;0;0;0
F1;479;Eq. Diamante Babete de Bico Preto Phaeo;1;0;0;0;0;0
F1;480;Diamante Babete de Bico Preto Phaeo;1;0;0;0;0;0
F1;481;Eq. Diamante Babete de Bico Preto Ino;1;0;0;0;0;0
F1;482;Diamante Babete de Bico Preto Ino;1;0;0;0;0;0
F1;483;Eq. Diamante Babete de Bico Preto Cinzento;1;0;0;0;0;0
F1;484;Diamante Babete de Bico Preto Cinzento;1;0;0;0;0;0
F1;485;Eq. Diamante Babete de Bico Preto Outros: combinações de mutação;1;0;0;0;0;0
F1;486;Diamante Babete de Bico Preto Outros: combinações de mutação;1;0;0;0;0;0
F1;487;Eq. Diamante Babete de Bico Preto Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;488;Diamante Babete de Bico Preto Novas mutações em estudo (sem prémios);1;0;0;0;0;0
F1;489;Eq. Diamante Pardal (Sparrow) Clássico;1;0;0;0;0;0
F1;490;Diamante Pardal (Sparrow) Clássico;1;0;0;0;0;0
F1;491;Eq. Diamante Pardal (Sparrow) Castanho;1;0;0;0;0;0
F1;492;Diamante Pardal (Sparrow) Castanho;1;0;0;0;0;0
F1;493;Eq. Diamante Pardal (Sparrow) Opala;1;0;0;0;0;0
F1;494;Diamante Pardal (Sparrow) Opala;1;0;0;0;0;0
F1;495;Eq. Diamante Pardal (Sparrow) Clássico de bico e uropígeo amarelo;1;0;0;0;0;0
F1;496;Diamante Pardal (Sparrow) Clássico de bico e uropígeo amarelo;1;0;0;0;0;0
